country_code,country_name,region,sub_region,intermediate_region,indicator_code,indicator_name,year,inflation_rate,income_group,previous_inflation,avg_inflation_3yr
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2000-01-01,0.504920025834859,,-1.93660397603626,0.00568486424819296
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2001-01-01,2.13762052701465,,0.504920025834859,0.23531219227108302
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2002-01-01,0.0366828893971394,,2.13762052701465,0.8930744807488828
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2003-01-01,2.23535313551536,,0.0366828893971394,1.4698855173090497
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2004-01-01,0.40820530743925,,2.23535313551536,0.8934137774505831
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2005-01-01,3.70833333333304,,0.40820530743925,2.11729725876255
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2006-01-01,-1.4094013660098,,3.70833333333304,0.9023790915874965
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2007-01-01,5.03031883679951,,-1.4094013660098,2.44308360137425
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2008-01-01,5.26430145575285,,5.03031883679951,2.9617396421808535
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2009-01-01,1.88570754577918,,5.26430145575285,4.0601092794438465
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2010-01-01,1.46154402720469,,1.88570754577918,2.8705176762455733
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2011-01-01,1.26331707837421,,1.46154402720469,1.53685621711936
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2012-01-01,2.65241828695626,,1.26331707837421,1.7924264641783865
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2013-01-01,0.505441058915615,,2.65241828695626,1.4737254747486952
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2014-01-01,4.69045751826284,,0.505441058915615,2.6161056213782383
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2015-01-01,-0.338795188753406,,4.69045751826284,1.61903446280835
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2016-01-01,2.10670712784054,,-0.338795188753406,2.152789819116658
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2017-01-01,2.65192583143902,,2.10670712784054,1.4732792568420514
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2018-01-01,4.74906652083221,,2.65192583143902,3.169233160037257
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2019-01-01,2.46456756151187,,4.74906652083221,3.2885199712610333
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2020-01-01,1.35276110675333,,2.46456756151187,2.85546506303247
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2021-01-01,1.0869074651941,,1.35276110675333,1.6347453778197665
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2022-01-01,4.23124798274579,,1.0869074651941,2.2236388515644063
GAB,GABON,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,MIDDLE AFRICA,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2023-01-01,3.62901534185376,,4.23124798274579,2.98239026326455
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1960-01-01,1.00357570390172,,,
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1961-01-01,3.4474962304662,,1.00357570390172,
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1962-01-01,4.19649888238551,,3.4474962304662,2.8825236055844763
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1963-01-01,2.01854355976229,,4.19649888238551,3.2208462242046667
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1964-01-01,3.28158694697213,,2.01854355976229,3.165543129706643
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1965-01-01,4.77377455386914,,3.28158694697213,3.3579683535345204
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1966-01-01,3.90961779211889,,4.77377455386914,3.9883264309867204
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1967-01-01,2.48211560474804,,3.90961779211889,3.7218359835786896
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1968-01-01,4.69742798827245,,2.48211560474804,3.6963871283797936
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1969-01-01,5.44666363048887,,4.69742798827245,4.208735741169787
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1970-01-01,6.36656841727441,,5.44666363048887,5.503553345345243
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1971-01-01,9.44483742337133,,6.36656841727441,7.08602315704487
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1972-01-01,7.07109839479797,,9.44483742337133,7.6275014118145705
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1973-01-01,9.19603316657812,,7.07109839479797,8.570656328249141
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1974-01-01,16.0440111889861,,9.19603316657812,10.770380916787397
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1975-01-01,24.2072876743291,,16.0440111889861,16.48244400996444
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1976-01-01,16.5595225588084,,24.2072876743291,18.936940474041197
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1977-01-01,15.8402667458768,,16.5595225588084,18.869025659671433
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1978-01-01,8.26314103860768,,15.8402667458768,13.55431011443096
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1979-01-01,13.4212799774012,,8.26314103860768,12.508229253961893
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1980-01-01,17.9659242656857,,13.4212799774012,13.216781760564862
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1981-01-01,11.8766265142296,,17.9659242656857,14.4212769191055
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1982-01-01,8.59886383332186,,11.8766265142296,12.813804871079052
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1983-01-01,4.60930327269779,,8.59886383332186,8.361597873416416
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1984-01-01,4.96071097821927,,4.60930327269779,6.056292694746307
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1985-01-01,6.07139434015119,,4.96071097821927,5.213802863689416
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1986-01-01,3.42760940369314,,6.07139434015119,4.819904907354533
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1987-01-01,4.14892232052945,,3.42760940369314,4.549308688124593
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1988-01-01,4.15535171583102,,4.14892232052945,3.910627813351203
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1989-01-01,5.76024909185262,,4.15535171583102,4.6881743760710295
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1990-01-01,8.06346090938833,,5.76024909185262,5.993020572357323
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1991-01-01,7.46178295746934,,8.06346090938833,7.095164319570095
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1992-01-01,4.59154929577461,,7.46178295746934,6.705597720877425
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1993-01-01,2.55857796929705,,4.59154929577461,4.870636740847
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1994-01-01,2.21901260504205,,2.55857796929705,3.1230466233712364
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1995-01-01,2.69749518304432,,2.21901260504205,2.49169525246114
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1996-01-01,2.85178236397749,,2.69749518304432,2.5894300506879535
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1997-01-01,2.20114313510882,,2.85178236397749,2.58347356071021
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1998-01-01,1.82056163731557,,2.20114313510882,2.291162378800627
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1999-01-01,1.7529508005142,,1.82056163731557,1.92488519097953
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2000-01-01,1.18295624210408,,1.7529508005142,1.58548955997795
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2001-01-01,1.53234960272418,,1.18295624210408,1.4894188817808203
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2002-01-01,1.52040245947455,,1.53234960272418,1.4119027681009368
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2003-01-01,1.37650038542013,,1.52040245947455,1.4764174825396201
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2004-01-01,1.39039756680422,,1.37650038542013,1.429100137232967
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2005-01-01,2.0891364902507,,1.39039756680422,1.6186781474916832
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2006-01-01,2.4556616643929,,2.0891364902507,1.97839857381594
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2007-01-01,2.38656150773327,,2.4556616643929,2.3104532207922897
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2008-01-01,3.52140856342539,,2.38656150773327,2.7878772451838536
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2009-01-01,1.96173173560109,,3.52140856342539,2.6232339355865832
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2010-01-01,2.49265472467065,,1.96173173560109,2.6585983412323766
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2011-01-01,3.8561124468282,,2.49265472467065,2.770166302366647
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2012-01-01,2.5732347965453,,3.8561124468282,2.974000656014717
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2013-01-01,2.29166666666659,,2.5732347965453,2.90700463668003
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2014-01-01,1.45112016293279,,2.29166666666659,2.1053405420482267
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2015-01-01,0.36804684232536,,1.45112016293279,1.37027789064158
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2016-01-01,1.0084173681141,,0.36804684232536,0.9425281244574166
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2017-01-01,2.55775577557747,,1.0084173681141,1.3114066620056433
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2018-01-01,2.29283990345938,,2.55775577557747,1.9530043490503166
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2019-01-01,1.73810460086513,,2.29283990345938,2.1962334266339933
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2020-01-01,0.989486703772491,,1.73810460086513,1.673477069365667
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2021-01-01,2.51837109614213,,0.989486703772491,1.7486541335932504
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2022-01-01,7.92204883147902,,2.51837109614213,3.809968877131214
GBR,REINO UNIDO,,NORTHERN EUROPE,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2023-01-01,6.79396706793963,,7.92204883147902,5.744795665186928
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1960-01-01,0.0,,,
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1961-01-01,0.0,,0.0,
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1962-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1963-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1964-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1965-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1966-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1967-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1968-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1969-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1970-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1971-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1972-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1973-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1974-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1975-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1976-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1977-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1978-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1979-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1980-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1981-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1982-01-01,0.0,,0.0,0.0
GEO,GEORGIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1983-01-01,0.0,,0.0,0.0
